Id,Chinese,Chinese_Temp,English,Traditional,Spanish,Russian,Japenese,Thai,Italian,Portuguese,Vietnam,Korean,German,French,Indonesia
BGM_103,沙漠遗珠,沙漠遗珠,Desert Lost Jewel,沙漠遺珠,Perla del desierto,Пустынная жемчужина,砂漠の遺珠,ไข่มุกกลางทะเลทราย,Una perla nel deserto,Pérola Secreta do Deserto,Châu Báu Sa Mạc,사막의 구슬,Verlorene Perle der Wüste,Perle perdue du désert,Permata Gurun
BGM_104,希望课堂,希望课堂,Hope Classroom,希望課堂,Aula de esperanza,Зал надежды,希望の教室,ห้องเรียนแห่งความหวัง,Classe della speranza,Aula de Esperança,Lớp Học Hy Vọng,희망의 수업,Klasse der Hoffnung,Classe de l'espoir,Ruang Kelas Harapan
BGM_105,冰封秀场,冰封秀场,Frozen Runway,冰封秀場,Escenario helado,Ледяная площадка,凍てつく舞台,เวทีน้ำแข็ง,Show di ghiaccio,Passarela congelada,Sàn Diễn Phủ Băng,아이스 쇼,Frostbühne,Défilé des neiges,Arena Es
BGM_106,先祖的呼唤,先祖的呼唤,Call of the Ancestors,先祖的呼喚,Llamado de los ancestros,Зов предков,祖先の呼び声,เสียงเรียกจากบรรพชน,Il richiamo degli avi,Chamado dos Ancestrais,Tiếng Gọi Tổ Tiên,선조의 부름,Stimme der Vorfahren,Appel des ancêtres,Panggilan Leluhur
BGM_107,我爱竞拍,我爱竞拍,I Love Bidding,我愛競拍,"Subastas, mi pasión",Я люблю торги,オークションが大好き,ฉันรักการประมูล,Evviva le aste!,Eu amo leilões,Tôi Yêu Đấu Giá,경매 러버,Auktionsfieber,J'adore les enchères,Aku Suka Lelang
BGM_108,烟火,烟火,Fireworks,煙火,Fuegos artificiales,Фейерверк,花火,ดอกไม้ไฟ,Fuochi d'artificio,Fogo de Artifício,Pháo Hoa,불꽃놀이,Feuerwerk,Feux d'artifice,Kembang Api
BGM_109,运筹,运筹,Strategy,運籌,Estrategia,Замысел,策謀,วางกลยุทธ์,Stratagemmi,Estratégia,Chiến Lược,모략,Taktikplanung,Stratégie,Penggalangan Dana
BGM_110,永恒,永恒,Eternity,永恆,Eternidad,Вечность,永遠,นิรันดร์,Eternità,Eternidade,Vĩnh Hằng,영원,Unendlichkeit,Éternité,Abadi
BGM_111,忠诚,忠诚,Loyalty,忠誠,Lealtad,Верность,忠誠,ภักดี,Lealtà,Lealdade,Trung Thành,충성,Treue,Loyauté,Kesetiaan
BGM_112,救赎,救赎,Redemption,救贖,Redención,Искупление,救済,ไถ่บาป,Redenzione,Redenção,Cứu Rỗi,구원,Sühne,Rédemption,Penebusan
BGM_113,盛宴,盛宴,Feast,盛宴,Banquete,Банкет,饗宴,งานเลี้ยง,Il banchetto,Banquete,Đại Tiệc,연회,Bankett,Banquet,Perjamuan
BGM_114,沙漠孤狼,沙漠孤狼,Lone Wolf of the Desert,沙漠孤狼,Lobo solitario del desierto,Пустынный волк,砂漠の孤狼,หมาป่าเดียวดายแห่งทะเลทราย,Lupo solitario del deserto,Lobo Solitário do Deserto,Sói Sa Mạc Cô Đơn,사막의 한 마리 늑대,Einsamer Wüstenwolf,Loup solitaire du désert,Serigala Gurun Penyendiri
BGM_115,挥之不去,挥之不去,Haunting,揮之不去,Inolvidable,Назойливость,付きまとう影,ไม่อาจลบเลือน,Inestirpabile,Persistente,Không Thể Xua Tan,사라지지 않는 흔적,Hartnäckiger Schatten,Persistance,Tak Dapat Diusir
BGM_116,砚上风,砚上风,Wind Upon the Inkstone,硯上風,Esencia de la tinta,Лёгкая кисть,硯に吹く風,สายลมเหนือแท่นหมึก,Brezza d'inchiostro,Estilo Artístico,Gió Trên Bút Nghiên,벼루 위 바람,Künstlerischer Hauch,Le vent sur l'encrier,Gaya Literatur
BGM_117,晨光窄巷,晨光窄巷,Morning Light Narrow Alley,晨光窄巷,Callejón al amanecer,Рассветный переулок,朝光の細路地,ตรอกซอยแทรกแสงอรุณ,Alba tra i vicoli,Luz por Uma Fresta,Ngõ Hẹp Ban Mai,새벽녘 골목,Gasse im Dämmerlicht,La ruelle à la lumière du matin,Surya Pagi di Gang Sempit
BGM_118,梦呓,梦呓,Dream Murmurs,夢囈,Murmullos de sueño,Разговор во сне,夢うつつ,เพ้อฝัน,Sonniloquio,Sonho Desperto,Mộng Mị,꿈의 소리,Schlafgeflüster,Somniloquie,Omong Kosong
BGM_119,贪溺,贪溺,Greed and Indulgence,貪溺,Obsesión,Страсть,貪欲,ลุ่มหลง,Perso nell'avidità,Ganacioso,Đắm Chìm,탐닉,Zügelloses Begehren,Avidité,Ketamakan
BGM_120,终局魅影,终局魅影,Endgame Specter,終局魅影,Fantasma del desenlace,Финальный призрак,終局の幻影,เงาลวงในฉากสุดท้าย,L'ombra della fine,Espectro Final,Ảo Ảnh Hồi Kết,종막의 팬텀,Finale Erscheinung,L'ombre de la fin,Bayangan Pemungkas
BGM_6,竞拍闹剧,竞拍闹剧,Auction Farce,競拍鬧劇,Farsa de subastas,Нелепый торг,オークション騒動,ความวุ่นวายแห่งการประมูล,Commedia all'asta,Farsa de Leilão,Trò Hề Đấu Giá,경매 소동,Auktionskomödie,La farce des enchères,Sandiwara Lelang
bid_map_D_2101,这是一批真正的“无主之物”，物流信息完全丢失，源头成谜。每一个包裹都像一个等待被揭示的命运盲盒，充满了无限可能与意外。,这是一批真正的“无主之物”，物流信息完全丢失，源头成谜。每一个包裹都像一个等待被揭示的命运盲盒，充满了无限可能与意外。,"These are unclaimed goods — all logistics records lost, their origins shrouded in mystery. Each package is a blind box of fate waiting to be unlocked, full of endless possibilities and surprises.",這是一批真正的「無主之物」，物流資訊完全遺失，源頭成謎。每一個包裹都像一個等待被揭示的命運盲盒，充滿了無限可能與意外。,"Se trata de una auténtica colección de «objetos sin dueño», cuya información logística se ha perdido y cuyo origen es un misterio. Cada paquete es como una caja sorpresa del destino que espera ser descubierta, rebosante de infinitas posibilidades y sorpresas.","Это подлинная коллекция «вещей без хозяина», вся логистическая информация о которых утрачена, а их происхождение окутано тайной. Каждая посылка напоминает «слепую коробку судьбы», ожидающую своего открытия, полную бесконечных возможностей и сюрпризов.",これらはまさに「無主の物」であり、物流情報は完全に失われ、出所は謎に包まれている。一つひとつの小包は、運命のブラインドボックスのように開かれるのを待ち、無限の可能性と驚きに満ちている。,นี่คือคอลเลกชันของ 'สิ่งของไร้เจ้าของ' ที่แท้จริง ข้อมูลโลจิสติกส์ทั้งหมดสูญหายและที่มาของมันถูกปกคลุมด้วยความลึกลับ แต่ละหีบห่อคล้ายกล่องสุ่มแห่งโชคชะตาที่รอการค้นพบ เต็มไปด้วยความเป็นไปได้และเซอร์ไพรส์ที่ไม่มีที่สิ้นสุด,"Si tratta di una collezione autentica di ""oggetti senza proprietario"", le cui informazioni logistiche sono andate perdute e la cui origine è avvolta nel mistero. Ogni pacco è come una scatola misteriosa del destino che attende di essere scoperta, ricca di infinite possibilità e sorprese.","Esta é uma coleção genuína de «itens sem dono», com todas as informações logísticas perdidas e as suas origens envoltas em mistério. Cada pacote assemelha-se a uma caixa surpresa do destino à espera de ser descoberta, repleta de infinitas possibilidades e surpresas.","Đây là một lô hàng thực sự ""không chủ"", thông tin vận chuyển hoàn toàn bị mất, nguồn gốc là một bí ẩn. Mỗi gói hàng giống như một hộp bí mật chờ được mở ra, chứa đầy những khả năng và bất ngờ vô hạn.","이것은 진정한 '주인 없는 물건'들로, 물류 정보가 완전히 사라져 출처가 미스터리하다. 각 소포는 마치 운명을 기다리는 블라인드 박스처럼 무한한 가능성과 예기치 못한 일들로 가득 차 있다.","Dies ist eine echte Sammlung von „herrenlosen Gegenständen“, deren logistische Informationen verloren gegangen sind und deren Herkunft im Dunkeln liegt. Jedes Paket gleicht einer Blindbox des Schicksals, die darauf wartet, entdeckt zu werden, und voller unendlicher Möglichkeiten und Überraschungen steckt.","Il s'agit d'une véritable collection d'« objets sans propriétaire », dont toutes les informations logistiques ont été perdues et dont l'origine reste mystérieuse. Chaque colis ressemble à une boîte surprise du destin qui attend d'être découverte, regorgeant de possibilités infinies et de surprises.","Ini adalah koleksi asli barang-barang tanpa pemilik, dengan semua informasi logistik hilang dan asal-usulnya terselubung misteri. Setiap paket menyerupai kotak nasib yang menunggu untuk diungkap, dipenuhi dengan kemungkinan tak terbatas dan kejutan."
bid_map_D_2102,消毒水的气息隐约可闻，包裹形状规整不一，有的触手冰凉坚硬，有的则散发出淡淡的日常气息，仿佛来自一个功能完备的微型社区。,消毒水的气息隐约可闻，包裹形状规整不一，有的触手冰凉坚硬，有的则散发出淡淡的日常气息，仿佛来自一个功能完备的微型社区。,"The faint scent of disinfectant hangs in the air. The parcels vary in shape and size — some feel cold and rigid to the touch, while others carry a subtle whiff of everyday life, as if from a self-contained micro-community.",消毒水的氣息隱約可聞，包裹形狀規整不一，有的觸手冰涼堅硬，有的則散發出淡淡的日常氣息，仿彿來自一個功能完備的微型社區。,"Un ligero aroma a desinfectante flota en el aire. Los paquetes varían en forma y tamaño: algunos son fríos y rígidos al tacto, mientras que otros desprenden los sutiles olores cotidianos de una microcomunidad plenamente funcional.","В воздухе витает слабый запах дезинфицирующего средства. Посылки различаются по форме и размеру — некоторые холодные и жесткие на ощупь, а другие несут в себе тонкий, повседневный запах полноценного микросообщества.",消毒液の香りがほのかに漂い、小包の形は整っているものもあれば不揃いなものもあり、触ると冷たく硬いものもあれば、ほのかな日常の匂いを放つものもあり、まるで機能的なミニチュアコミュニティから来たかのようだ。,กลิ่นจาง ๆ ของน้ำยาฆ่าเชื้อลอยอยู่ในอากาศ ห่อพัสดุมีรูปร่างและขนาดแตกต่างกัน—บางชิ้นรู้สึกเย็นและแข็งเมื่อสัมผัส ในขณะที่บางชิ้นมีกลิ่นบางเบาของชีวิตประจำวันจากชุมชนขนาดย่อมที่ดำเนินไปอย่างสมบูรณ์,"Un leggero odore di disinfettante aleggia nell'aria. I pacchi hanno forme e dimensioni diverse: alcuni sono freddi e rigidi al tatto, mentre altri emanano i sottili odori quotidiani di una micro-comunità perfettamente funzionante.","Um leve aroma de desinfetante paira no ar. As encomendas variam em forma e tamanho — algumas são frias e rígidas ao toque, enquanto outras carregam os odores sutis e cotidianos de uma microcomunidade totalmente funcional.","Mùi nước khử trùng thoang thoảng, hình dáng gói hàng không đồng nhất, có gói lạnh và cứng, có gói lại toát ra mùi hương nhẹ nhàng của cuộc sống hàng ngày, như thể đến từ một cộng đồng thu nhỏ đầy đủ chức năng.","소독수 냄새가 희미하게 느껴지고, 소포 모양은 가지각색이다. 어떤 것은 만지면 차갑고 단단한 반면, 어떤 것은 은은한 일상적인 향기를 풍기며 마치 기능이 완비된 미니어처 커뮤니티에서 온 듯하다.","Ein schwacher Geruch von Desinfektionsmittel liegt in der Luft. Die Pakete variieren in Form und Größe – einige fühlen sich kalt und hart an, während andere den subtilen, alltäglichen Geruch einer voll funktionsfähigen Mikrogemeinschaft verströmen.","Une légère odeur de désinfectant flotte dans l'air. Les colis varient en forme et en taille : certains sont froids et rigides au toucher, tandis que d'autres dégagent les odeurs subtiles et quotidiennes d'une micro-communauté pleinement fonctionnelle.","Bau disinfektan yang samar masih tercium di udara. Paket-paket tersebut bervariasi dalam bentuk dan ukuran—beberapa terasa dingin dan kaku saat disentuh, sementara yang lain membawa aroma sehari-hari yang halus dari sebuah mikro-komunitas yang berfungsi sepenuhnya."
bid_map_D_2103,包裹散发着浓郁的生活气息，既有规整的方形包装，也有触感柔软的袋件，充满了市井的烟火味与实用的质感。,包裹散发着浓郁的生活气息，既有规整的方形包装，也有触感柔软的袋件，充满了市井的烟火味与实用的质感。,"The parcels exude a strong sense of everyday life—neat square boxes paired with soft, pliable pouches, full of the warm, humble charm of ordinary street life and practical, down-to-earth texture.",包裹散發著濃郁的生活氣息，既有規整的方形包裝，也有觸感柔軟的袋件，充滿了市井的煙火味與實用的質感。,"Los paquetes irradiaban un rico aura de existencia vivida, con envases cuidadosamente cuadrados y bolsas suaves al tacto, rebosantes del sabor ahumado de las calles y una palpable sensación de practicidad.","Посылки излучают богатую ауру прожитого существования, представляя собой как аккуратные квадратные упаковки, так и мягкие на ощупь сумки, наполненные дымным ароматом улиц и ощутимым чувством практичности.",小包からは濃厚な生活感が漂い、整った四角い包装もあれば、柔らかな手触りの袋物もあり、市井の煙火の匂いと実用的な質感に満ちている。,พัสดุเหล่านี้แผ่รัศมีแห่งการอยู่อาศัยที่เต็มไปด้วยชีวิตชีวา โดดเด่นด้วยบรรจุภัณฑ์ที่จัดเรียงอย่างเรียบร้อยและกระเป๋าที่นุ่มนวลเมื่อสัมผัส เต็มไปด้วยกลิ่นอายควันไฟจากท้องถนนและความรู้สึกที่ใช้งานได้จริงอย่างชัดเจน,"I pacchi emanavano una ricca aura di vita vissuta, con imballaggi squadrati e borse morbide al tatto, ricche del sapore fumoso delle strade e di un palpabile senso di praticità.","As encomendas irradiavam uma aura rica de existência vivida, apresentando embalagens quadradas e sacos suaves ao toque, repletos do sabor fumegante das ruas e uma sensação palpável de praticidade.","Các gói hàng toát lên mùi vị cuộc sống đậm đà, có những gói hình vuông đều đặn, có những túi mềm mại, tràn ngập mùi khói lửa của cuộc sống thường nhật và chất liệu thực dụng.","소포들은 진한 생활의 향기를 풍기며, 정연한 사각형 포장부터 촉감이 부드러운 봉투형까지 다양하다. 시골의 풍취와 실용적인 질감이 가득하다.","Die Pakete strahlen eine reichhaltige Aura gelebter Existenz aus, mit ordentlich quadratischen Verpackungen und weichen Taschen, die den rauchigen Geruch der Straßen und ein spürbares Gefühl von Praktikabilität verströmen.","Les colis dégageaient une riche aura d'existence vécue, avec des emballages soigneusement carrés et des sacs doux au toucher, imprégnés de l'odeur de fumée des rues et d'un sens palpable de la praticité.","Paket-paket tersebut memancarkan aura kaya akan kehidupan yang telah dihuni, dengan kemasan yang rapi dan kotak persegi, serta tas yang lembut saat disentuh, dipenuhi dengan aroma asap jalanan dan rasa praktis yang nyata."
bid_map_D_2104,包裹重量轻重不一，有的棱角分明带有电子产品的精密感，有的则是规整的方形，散发着旧纸与油墨特有的沉稳气息。,包裹重量轻重不一，有的棱角分明带有电子产品的精密感，有的则是规整的方形，散发着旧纸与油墨特有的沉稳气息。,"They vary in weight — some sharp-edged, with the precise feel of electronics, others neatly square, exuding the calm, distinctive scent of old paper and ink.",包裹重量輕重不一，有的稜角分明帶有電子產品的精密感，有的則是規整的方形，散發著舊紙與油墨特有的沉穩氣息。,"Su peso variaba considerablemente: algunos tenían los bordes afilados y la precisión de los dispositivos electrónicos, mientras que otros eran perfectamente cuadrados y desprendían el aura distintiva y estable del papel y la tinta antiguos.","Их вес значительно различался: некоторые имели острые края и точность электронных устройств, а другие были аккуратными квадратами, источающими характерную, устойчивую ауру старой бумаги и чернил.",荷物の重さは様々で、角張った電子機器の精密さを感じさせるものもあれば、整った四角形で古紙とインク特有の落ち着いた雰囲気を漂わせるものもある。,น้ำหนักของพวกเขามีความแตกต่างกันอย่างมาก: บางชิ้นมีขอบคมและแม่นยำเหมือนอุปกรณ์อิเล็กทรอนิกส์ ในขณะที่บางชิ้นมีรูปทรงสี่เหลี่ยมที่เรียบร้อย ปล่อยให้แผ่รัศมีอันโดดเด่นและมั่นคงของกระดาษและหมึกเก่าออกมา,"Il loro peso variava notevolmente: alcuni avevano i bordi affilati e la precisione dei dispositivi elettronici, mentre altri erano perfettamente squadrati e trasudavano l'aura distintiva e costante della carta e dell'inchiostro invecchiati.","Os seus pesos variavam consideravelmente: alguns possuíam as arestas vivas e a precisão dos dispositivos eletrónicos, enquanto outros eram perfeitamente quadrados, exalando a aura distinta e estável do papel e da tinta envelhecidos.","Các gói hàng có trọng lượng khác nhau, một số có góc cạnh rõ ràng mang lại cảm giác chính xác của các sản phẩm điện tử, một số khác có hình vuông đều đặn, toát lên mùi giấy cũ và mực in đặc trưng.","소포의 무게는 가볍고 무거운 것이 섞여 있다. 모서리가 뚜렷한 전자제품의 정밀함을 풍기는 것도 있고, 정사각형으로 단정하게 포장된 것은 낡은 종이와 잉크 특유의 차분한 향기를 풍긴다.","Ihr Gewicht variierte erheblich: Einige hatten die scharfen Kanten und die Präzision elektronischer Geräte, während andere ordentlich quadratisch waren und die unverwechselbare, beständige Ausstrahlung von altem Papier und Tinte verströmten.","Leur poids variait considérablement : certains avaient les bords nets et la précision des appareils électroniques, tandis que d'autres étaient parfaitement carrés, dégageant l'aura distinctive et stable du vieux papier et de l'encre.","Beratnya bervariasi secara signifikan: beberapa memiliki tepi tajam dan presisi perangkat elektronik, sementara yang lain berbentuk persegi rapi, memancarkan aura khas dan stabil kertas dan tinta yang sudah tua."
